Facility Id,Zip Code,Total reported direct emissions,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions 
1007445,73065,870080.276,869196.9,403,480.376
1006593,71701,28303.774,28297.9,2,3.874
1010587,24269,28062.198,27838.6,81.75,141.848
1006817,75241,481628.65,0.4,481628.25,
1007284,58781,26303.294,543.4,25759,0.894
1001031,31326,82815.906,82608.5,66.75,140.656
1006426,36553,509411.908,508894,236,281.908
1000460,31326,3032996.312,3029917.1,1404.75,1674.462
1001762,54113,260303.696,255461.3,4700.25,142.146
1000909,29212,371249.888,370821.9,195.25,232.738
1014279,67460,32435.546,32376.7,21,37.846
1001126,67460,20308.168,20286.2,9.75,12.218
1001664,43812,78667.742,71606.4,6859,202.342
1001665,84606,71570.27,63417.7,7976.75,175.82
1001878,8865,58565.636,58242.9,119.5,203.236
1006443,36038,1638459.02,1636793.1,760,905.92
1013538,49464,24516.508,24491.3,11.5,13.708
1007857,33178,110577.5,,110577.5,
1000655,2053,127144.62,126975.3,68,101.32
1012554,56352,23944.708,23919.5,11.5,13.708
1000707,63129,209080.934,208007.8,400.25,672.884
1001262,19486,249419.39,249158.1,118.25,143.04
1006549,47882,5426984.518,5383501.8,15905.5,27577.218
1004380,99501,60496,,60496,
1000729,3304,335853.936,333020.9,1035.5,1797.536
1000052,85322,2762843.812,2760038.6,1279.75,1525.462
1000806,95013,928848.62,927908.8,428.75,511.07
1011799,70734,995768.628,995255.7,234,278.928
1003542,37210,30982.884,30951.1,14.5,17.284
1007725,53132,34889.44,632,34136.75,120.69
1012948,8067,27720.296,27691.8,13,15.496
1002652,61537,26343.6,26316.2,12.5,14.9
1000841,45052,6015730.488,5967592.6,17606,30531.888
1005443,29072,62748.55,62671.6,32.25,44.7
1001539,46360,1504635.082,1492904.8,4292.5,7437.782
1011582,48866,26623.3,26595.9,12.5,14.9
1007825,49431,545941.676,545387.1,253,301.576
1009792,80906,179645.448,17669.2,8.25,425.842
1008768,85281,88429.95576,5470.6,2.5,2851.86
1009805,20110,266820.6286,30644.1,14.25,12715.958
1004453,73446,36288.596,36273.8,6.75,8.046
1002765,6114,95110.07,90889.6,1645.75,2574.72
1005799,31047,224157.606,223917.9,106.5,133.206
1003391,8401,40379.44,40336.1,19.5,23.84
1003918,92377,73426.1,0.1,73426,
1010391,2346,5506,12.5,5493.5,
1007298,8816,124303.95,116.2,124187.75,
1006408,6457,196967.958,196446.8,164.75,356.408
1013248,45044,1294693.452,1293378.8,599.75,714.902
1000347,48640,3617622.024,3613943.3,1678.25,2000.474
1001309,76065,2069205.932,2067104.9,958.5,1142.532
1000110,33834,1505740.42,1504211.5,697.5,831.42
1007863,80817,96514.35,239.6,96274.75,
1000545,93622,14148.248,14134,6.5,7.748
1008269,62201,157121.364,23343.3,133765.25,12.814
1013039,18831,23230.412,23206.3,11,13.112
1007307,6460,1468472.508,1466981.4,680.25,810.858
1006775,1757,70582.688,70510.9,32.75,39.038
1006510,40272,7066312.968,7009626.7,20735.25,35951.018
1000163,29702,94374.368,94204.8,60.5,109.068
1001307,1507,444269.852,443818.3,206,245.552
1004840,83318,34791.942,35.7,34725.25,30.992
1000837,58530,4551375.134,4517050.6,12553.25,21771.284
1011200,86413,132.548,132,0.25,0.298
1009895,25183,165648,,165648,
1001435,98632,659361.356,658691.7,305.5,364.156
1000447,92121,18505.532,18486.9,8.5,10.132
1010632,63628,151760.852,151150.5,223.25,387.102
1013819,38833,140881.244,139224.6,1655.75,0.894
1013525,39762,26663.446,26635.2,12.75,15.496
1004013,59802,22769.7,9.2,22760.5,
1000976,26041,3727207.226,3697468.5,10871.75,18866.976
1005662,92356,1160734.582,1157666.1,1061.75,2006.732
1014156,38127,59065.928,59005.1,27.75,33.078
1005459,15086,34293.5256,,,
1005898,72209,6267.5,,6267.5,
1004980,86426,21917.648,166.6,21750.75,0.298
1008021,30722,27403.748,27375.8,12.75,15.198
1003597,6382,31081.924,31047.9,15.25,18.774
1001267,76134,17755.614,17711.9,16,27.714
1003568,80401,213634.396,213414.1,100.5,119.796
1006570,53208,32467.728,32434.3,15.25,18.178
1000093,12188,68754.794,67939.9,776.75,38.144
1007856,33073,243642.934,,243461.75,181.184
1000676,48161,14908126.22,14791461.7,42667.25,73997.274
1007466,19061,1270101.858,1263901.3,2551.25,3649.308
1012008,79938,389325.856,388930.2,180.5,215.156
1002987,7043,38103.354,38063.6,18,21.754
1009558,10467,30044.79,30004.7,16.25,23.84
1004550,93933,93011.234,,92949.25,61.984
1013863,77318,2411089.264,2408640.8,1117,1331.464
1000893,17821,1231642.544,1224877.2,350,6415.344
1001374,46781,203740.44,203532.2,95,113.24
1001469,6382,106601.736,106287.2,96.4,218.136
1004410,40108,57336.732,57277,27.25,32.482
1000866,73852,68859.144,68789,32,38.144
1007784,79512,18233.652,18180.2,16.5,36.952
1006706,35601,2079652.944,2077541.5,963.25,1148.194
1000651,20664,1284748.98,1274579.3,3715,6454.68
1000253,26505,77088.702,77007.8,36.5,44.402
1011631,72110,45699.25,,45699.25,
1007979,60450,428629.388,428187.7,201.5,240.188
1004541,60450,39599,,39599,
1007447,37816,56310.25,,56310.25,
1002327,67504,19462.876,19442.6,9.25,11.026
1013040,0,5883.41,5489.7,387.75,5.96
1002675,0,11478.768,8049,3425,4.768
1013057,0,10686.46,10499.5,181,5.96
1003774,0,112448.058,107510.1,4812.5,125.458
1008279,70433,22870.122,20692.5,2166,11.622
1008280,70433,25570.216,9196.4,16368.75,5.066
1008281,0,55989.318,8679.8,47304.75,4.768
1008282,0,37150.234,16870.4,20270,9.834
1010147,0,12571.408,10619.4,1945.75,6.258
1001728,0,50741.694,45301.5,5372.25,67.944
1006472,0,78507.526,71930,6492,85.526
1002131,0,79898.972,58248.6,21564.25,86.122
1010064,0,35879.216,21919.2,13947.5,12.516
1002651,0,45250.266,38137.9,7040.25,72.116
1011527,0,118288.08,113101,5050,137.08
1013690,0,21942.324,20455.8,1467.75,18.774
1013655,0,31468.268,29534.6,1914,19.668
1006956,99503,44260.778,37908,6312.25,40.528
1012494,70605,0,0,,
1005489,73446,20684.526,19994,679.5,11.026
1003483,71068,396164.808,391293.8,4827.5,43.508
1008826,26036,155714.696,146456.9,9175.25,82.546
1013689,80611,46265.512,45229.4,1023,13.112
1008432,88264,76693.64939,54998.50542,21664.66388,30.48008708
1002451,79372,66769,66240.7,498.5,29.8
1013739,88220,28098.298,25865.1,2218,15.198
1013789,79782,303629.352,266916.3,36542,171.052
1004822,81650,324293.628,317419.3,6804,70.328
1013932,79754,201875.542,199026.6,2810.5,38.442
1013558,79754,76957.748,69707.9,7219.75,30.098
1003347,76941,33122.6074,30809.15725,2296.146272,17.30387191
1011722,79783,44943.81,40867.2,4055.75,20.86
1001638,79755,199155.3914,189867.082,9204.631187,83.67826202
1001286,87413,951250.196,950723.3,422,104.896
1010999,79096,28888.562,23321.7,5553.75,13.112
1005215,79719,140861.42,94814.5,45997.75,49.17
1008827,26437,82599.26,77041.8,5514.25,43.21
1006386,77580,2545630.842,2537966.3,6113.75,1550.792
1004614,77520,1018328.885,1017121.507,643.9304417,563.4473625
1011018,77580,260343.772,257314.5,2853.75,175.522
1004893,84265,78126.59059,73920.46087,4164.763315,41.36640936
1010748,26041,89794.956,89454.9,296.25,43.806
1012151,71268,55224.486,52107.2,3107.75,9.536
1011677,67557,14758.812,10658.9,4094.25,5.662
1006918,71008,16762.344,14924,1830,8.344
1013189,26036,25818.106,25167.6,636.5,14.006
1008969,71065,157786.218,154782.5,2917,86.718
1006781,17547,33575.194,27980.4,5579,15.794
1013723,75240,33732.426,32909.7,804.25,18.476
1002912,81650,14690.312,9849.4,4835.25,5.662
1002077,65280,21554.072,20723.7,818.75,11.622
1009213,48042,71049.142,67985.2,3025.5,38.442
1013641,12732,41096.146,40708.2,365,22.946
1011637,14830,36345.616,35652.4,673.25,19.966
1013361,84078,34100.724,33505.7,576.25,18.774
1004089,84526,67624.902,65542.7,2045.25,36.952
1005989,82901,89149.7,79689,9416,44.7
1013575,84629,18481.584,17814.5,657.25,9.834
1006152,67109,44639.706,38280.5,6337.75,21.456
1010641,77575,25685.014,23038.2,2634,12.814
1012015,31217,20373.528,19028.8,1334,10.728
1009708,33830,187449.964,187399.5,22.75,27.714
1009701,88220,36583.512,36545.7,17.25,20.562
1004669,33565,29694.186,29663.2,14,16.986
1005817,33547,5384.312,5365.7,5.5,13.112
1009709,33860,249696.518,249648.4,21,27.118
1009711,33578,109083.352,109056.5,12.25,14.602
1009794,70792,130020.762,129962.8,22.5,35.462
1000703,39459,594491.396,593887.5,275.5,328.396
1001440,95039,1900177.724,1898143,928.25,1106.474
1004164,15501,26548,,26548,
1006891,77640,804182.484,793904.6,5619.25,4658.634
1000977,26739,4569958.034,4532808.3,13583,23566.734
1000926,75211,383747.828,383358.2,177.75,211.878
1004192,84023,45802.64,42500.3,3278.5,23.84
1001052,25265,5020784.646,4980639.7,14680.25,25464.696
1001451,92374,1495603.756,1494084.7,693,826.056
1006155,19966,57268.582,18198.2,39060.25,10.132
1013374,18603,1605589.3,1603959,743.75,886.55
1001210,17832,286733.7,284816.7,725,1192
1010288,44662,31492.5,,31492.5,
1012808,41042,13656.848,13642.6,6.5,7.748
1001275,33830,171667.564,171493.3,79.5,94.764
1014674,97537,701.132,358.4,49.5,293.232
1001564,52761,1276376.58,1267371.1,3266,5739.48
1000860,74434,1877554.616,1868306.9,3454,5793.716
1006566,73127,459904.644,459437.2,213.25,254.194
1001305,79323,618119.86,617492.4,286.25,341.21
1000470,79323,488982.988,488486.5,226.5,269.988
1000653,2129,648963.496,648304.8,300.5,358.196
1005930,29560,165739.386,165503,92.75,143.636
1012978,77058,62415.714,62351.3,29.25,35.164
1000197,67801,68994.94,68923.7,32.5,38.74
1006690,67901,67002.096,66932.5,31.75,37.846
1006642,93243,849705.894,844821.8,1858.5,3025.594
1007985,35131,611584.48,611183.7,144.5,256.28
1007520,46809,78713.796,222.2,78491,0.596
1007972,88210,831370.232,826050.2,3879.5,1440.532
1007771,88260,124865.55,124186.3,604.75,74.5
1005679,20375,28974.84,28944.7,13.75,16.39
1000459,28091,206629.062,206405.2,99,124.862
1000462,28345,108951.316,108825.2,54,72.116
1010979,50501,51064.75,,51064.75,
1005699,27695,115668.914,115530.3,58.75,79.864
1005422,26554,47239.472,47190.7,22.25,26.522
1007069,4468,44552.8,43259.1,243.25,1050.45
1003327,54494,339853.704,337480.3,735,1638.404
1006366,4276,431506.998,420541,3359.25,7606.748
1005282,38683,58005,,58005,
1013265,68361,60712.572,60691.2,9.75,11.622
1004052,95969,20464.25,,20464.25,
1004885,54956,60146.574,59833,116,197.574
1005293,54481,51244.008,51191.4,24,28.608
1005838,49862,73172.472,72693.8,176.5,302.172
1005547,35150,16703.088,16686.1,7.75,9.238
1005559,37055,20997.32,20975.4,10,11.92
1004687,63825,72756.404,72676.8,35.5,44.104
1006741,23086,39590.1,39549,18.75,22.35
1001562,7728,36798.412,36760.6,17.25,20.562
1013171,77571,0,0,,
1004174,89408,407693.274,407242.1,156.75,294.424
1007540,89822,86228.868,86138.4,41,49.468
1002877,89822,399409.77,399217.5,83.5,108.77
1003028,14810,12966.598,70.8,12895.5,0.298
1007670,75570,47163.45,59.2,47104.25,
1006028,35217,127081,,127081,
1006119,28401,46883,,46883,
1006560,33493,45234.754,29051.6,6312.5,9870.654
1005544,88003,31695.18,31662.3,15,17.88
1005840,47374,46689.1,57.6,46631.5,
1007662,24084,52113,,52113,
1005630,32083,93550.25,,93550.25,
1004629,10012,61670.06,61604.8,29.5,35.76
1005970,1420,28658.692,28629.1,13.5,16.092
1006179,95035,127559.25,,127559.25,
1004028,73065,16085.25,,16085.25,
1007029,21801,46304.5,,46304.5,
1005979,19135,29278.94,29248.8,13.75,16.39
1005261,5855,69349.55,74.3,69275.25,
1003691,47922,158766.398,195.6,158570.5,0.298
1006279,30016,64772.25,,64772.25,
1005754,48601,39712.3,39671.2,18.75,22.35
1008063,28115,25106.356,25080.6,11.75,14.006
1011006,73662,32557.672,20556.8,11989.25,11.622
1002774,60941,39113.036,30086.8,9009.25,16.986
1010660,52738,27602.846,14694.3,12900.5,8.046
1002839,62458,20463.146,16469.6,3985.5,8.046
1008315,14141,48785.978,32594.3,16173.5,18.178
1001829,16923,99867.282,45147,54695.25,25.032
1012269,14743,52889.716,48947.3,3915,27.416
1012600,16137,26479.436,17214.4,9255.5,9.536
1009062,16347,21066.418,9444.4,11617.25,4.768
1011005,73931,15519.298,13615.8,1895.75,7.748
1002745,67865,45734.748,40245.6,5466.5,22.648
1002917,67445,48209.246,40711.8,7474.5,22.946
1002815,68310,30405.398,27047.7,3342.5,15.198
1002413,51533,46258.34,42233,4001.5,23.84
1002456,50257,14002.77,8031.8,5966.5,4.47
1002075,52231,37498.582,31251.5,6229.5,17.582
1002930,61254,10540.02,7722.8,2812.75,4.47
1011891,73062,6873.734,4385.1,2486.25,2.384
1008080,67490,12103.26,10585.8,1511.5,5.96
1003140,66994,11146.324,6904.7,4237.75,3.874
1000202,50138,5365.24,2715.5,2648.25,1.49
1013552,77488,30939.586,30080.6,842,16.986
1012915,75901,85514.986,83491.7,1976.5,46.786
1014229,75672,12284.058,11010.3,1267.5,6.258
1009087,72104,16459.396,14191.1,2260.25,8.046
1002918,72143,24343.166,22133.4,2197.25,12.516
1002376,72413,22475.576,19528.3,2936.25,11.026
1002412,63764,19825.14,16124.2,3692,8.94
1002742,62801,30132.252,26249.9,3867.75,14.602
1002419,61929,31686.188,16235.7,15441.25,9.238
1013009,61731,26099.356,24814.1,1271.25,14.006
1002847,70631,2340.4,139.4,2201,
1013850,70631,58997.528,58742.7,221.75,33.078
1013566,75551,30462.438,29523.5,922.25,16.688
1002972,73481,28172.9,26660.5,1497.5,14.9
1002811,75460,18780.386,17216.1,1554.75,9.536
1008007,14806,14921.582,5005.9,9913,2.682
1007430,75605,20552.042,2815.6,17735.25,1.192
1004772,14304,75746.048,133.5,75612.25,0.298
1007874,99635,204937.228,204725.7,96.5,115.028
1006360,98632,368372.166,360754.4,1645.25,5972.516
1006767,39046,32257.228,32223.8,15.25,18.178
1003850,37167,64624.856,64558,30.5,36.356
1009137,7031,30058.25,,30058.25,
1007866,46368,100702.292,100645.3,26,30.992
1006013,16121,94985.744,94888.2,44.5,53.044
1007546,68629,82774.2,8.2,82766,
1004850,44878,369193.25,,369193.25,
1005127,75670,8140.042,8125.4,6,8.642
1005128,74361,92109.988,91563.5,202,344.488
1007970,68504,66732.75,15,66717.75,
1003829,67554,53137.9,53083.1,25,29.8
1005255,3574,83206.6,24.1,83182.5,
1006292,33055,96603.75,,96603.75,
1007141,58102,56368.138,56023.8,126.5,217.838
1007558,92111,3209.75,,3209.75,
1006303,38053,24441.6,60.1,24381.5,
1005163,43515,353938.7,353829.1,50,59.6
1007880,80610,115849.188,3438.4,112409,1.788
1002593,1060,16172.25,1.5,16170.75,
1005319,72450,91863.25,,91863.25,
1002558,29044,21696.25,,21696.25,
1006653,12477,43483.68,43161.3,118.25,204.13
1005277,2115,26792.346,26764.1,12.75,15.496
1007729,48625,43463.302,551.7,42897,14.602
1005276,55614,78947.398,78896.3,21,30.098
1007647,16061,7008.844,675.2,6332.75,0.894
1007062,38261,31738.3,18.8,31719.5,
1007587,26104,31221.87623,1153.418688,30065.66945,2.788088
1004520,60208,73039.424,72963.8,34.5,41.124
1004522,60611,29924.188,29893.5,14,16.688
1007343,60450,43835.708,43783.1,24,28.608
1002046,70734,723901.816,723413,223,265.816
1003098,7936,11446.354,11434,5.5,6.854
1004191,40403,58117.532,58057.8,27.25,32.482
1003434,30642,36310.946,36270,18,22.946
1002583,13126,193475.48,193268,92.75,114.73
1007749,95242,3765.836,3762,1.75,2.086
1014280,43443,95158.774,95083.4,34.25,41.124
1007921,72315,396435.698,396280.5,65.5,89.698
1002266,29450,589768.032,589557.6,96,114.432
1005777,84330,255959.58,216899.7,39004.75,55.13
1006341,13021,78970.156,78930.7,18,21.456
1004152,35234,77869.148,77816.3,22.75,30.098
1007946,29540,173593.704,173512.6,37,44.104
1005976,35673,490813.99,490660.8,69.75,83.44
1002958,27922,199975.792,199879.7,42.75,53.342
1004151,47933,282402.442,282277.2,57,68.242
1006144,39232,93598.456,93559,18,21.456
1002621,60914,125830.416,125766.3,29.25,34.866
1007577,43302,62910.62,62875,16.25,19.37
1002868,79752,35544.532,32835.2,2691.75,17.582
1011127,79714,32068.232,31559.4,491.25,17.582
1002738,50212,49836.206,39139,10675.75,21.456
1002739,68418,61981.794,41886.8,20071.75,23.244
1006586,66937,27454.324,19936.5,7506.5,11.324
1007450,83101,23565.516,22112,1441,12.516
1007092,98390,57349.34,55838.8,1479.25,31.29
1009017,99322,19818.234,17270.4,2538,9.834
1008941,82935,20763.628,19318.4,1434.5,10.728
1009161,98295,63441.718,61505.9,1901.25,34.568
1009019,99322,12883.608,11053.1,1824.25,6.258
1007513,98295,99794.836,96696.1,3044.5,54.236
1009163,98390,36474.116,35804.9,649.25,19.966
1009215,98671,11198.014,9623.4,1569.25,5.364
1009016,98605,11307.012,9879.6,1421.75,5.662
1006923,78022,27644.878,19091.9,8542.25,10.728
1003093,38109,151962.24,151844.2,49.5,68.54
1007695,68701,168712.604,168617.8,43.25,51.554
1000029,98106,84680.192,84636.9,19.75,23.542
1005832,75846,176985.994,176890.7,42.25,53.044
1007642,72316,428125.874,427886.1,109.25,130.524
1004765,57043,193294.272,193094.8,91,108.472
1010066,78721,86401.16812,8022.9,3.75,1362.158
1010067,78735,164010.7669,11471,5.5,811.752
1010083,85224,97634.70222,12455.3,5.75,608.814
1012849,11203,28076.37,28054.7,9.75,11.92
1003824,12210,69130.24,69059,32.5,38.74
1007855,34117,28139.984,0.5,28077.5,61.984
1000763,11232,44456.644,44403.7,22.25,30.694
1001260,11530,84573.388,84487.9,39,46.488
1013382,77705,677350.704,676940.8,187,222.904
1012318,20899,60181.12,60118.6,28.25,34.27
1010576,81650,47836.42,47787.1,22.5,26.82
1006206,85643,8716.768,8708,4,4.768
1000991,83101,2442446.878,2425951.8,6069.25,10425.828
1001816,98314,42715.634,42670.4,20.5,24.734
1000286,60088,28623.19,28593.3,13.5,16.39
1002311,6349,16266.378,16247.9,7.75,10.728
1000756,20889,41315.096,41272.9,19.25,22.946
1007019,66104,1470628.764,1459271.2,4155.5,7202.064
1000444,84651,168585.776,168414.8,78,92.976
1001026,68410,6934949.22,6880671.5,19854.25,34423.47
1004039,69022,55476.792,55419.8,26,30.992
1013391,77627,52681.452,52627.2,24.75,29.502
1001332,54956,304100.564,303789.3,142,169.264
1014626,54956,27229.148,27201.2,12.75,15.198
1001125,82718,802149.442,796058.4,2230.75,3860.292
1000827,82718,13191.852,13178.7,6,7.152
1006459,40004,76855.75,,76855.75,
1001353,61071,1030337.432,1029291.3,477.25,568.882
1011256,78223,112237.25,,112237.25,
1000513,70669,1540619.19,1536554.9,1202,2862.29
1006488,53082,22315.616,22292.6,10.5,12.516
1003559,0,150492.7,141162.8,9166,163.9
1001776,0,7753.33,7081.9,661,10.43
1007288,0,58361.336,56542.8,1771.75,46.786
1013396,75961,174214.55,166815.6,7354.25,44.7
1008924,67901,36595.824,32723.7,3868.25,3.874
1011497,26055,122189.91,115819.1,6305.25,65.56
1005069,70522,151213.714,128997.3,22144,72.414
1013881,73013,21912.268,21889.8,10.25,12.218
1011633,52802,31980.28,31947.4,15,17.88
1006970,46013,68169.444,68099.3,32,38.144
1000884,16160,316700.928,316379.8,146.5,174.628
1014471,81091,0,0,,
1005996,6512,61056.55,60864.3,58.15,134.1
1000715,63869,6803655.574,6767973.2,1781,33901.374
1013877,70129,159839.348,159674.4,75.25,89.698
1009604,10032,47456.714,47396.8,24.75,35.164
1009696,10021,64592.93,64521.2,31.5,40.23
1000348,29704,203172.838,190106,7000.75,6066.088
1005938,91761,210910.804,210692.7,99.5,118.604
1006048,93033,117549.708,117428.6,55.25,65.858
1001239,7105,6416.376,6409.8,3,3.576
1010973,7105,1583414.2,1581783.9,743.75,886.55
1001181,3801,124232.834,123896,103.5,233.334
1000170,3801,583668.24,582632.2,371.5,664.54
1006966,79934,1692313.68,1690595.7,783.75,934.23
1010139,92660,92663.90524,12033.3,5.75,11761.166
1001005,62448,3519854.706,3492287.7,10082.75,17484.256
1007591,77614,114770.25,,114770.25,
1000939,79108,462207.536,461737.9,214.25,255.386
1000541,92257,53650.9,53596.1,25,29.8
1001606,70094,4034930.7,4030834.4,1868.75,2227.55
1001270,11794,172306.9,172129.8,80.25,96.85
1010605,78140,22107.722,21825.2,218.75,63.772
1001542,46060,624674.184,624039.6,289.5,345.084
1014698,29355,37002.1,33535.7,508.75,2957.65
