Facility Id,Zip Code,Total reported direct emissions,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions 
1013693,73016,60019.71,58775.9,1066.5,177.31
1006931,86015,117003.818,61748.5,55220.75,34.568
1005684,86035,63945.93,58341.4,5571.75,32.78
1003217,87323,44892.634,17570.3,27312.5,9.834
1005687,87026,38024.74,16171.8,21844,8.94
1005688,87036,61819.23,31624.1,30177.25,17.88
1003085,88316,130724.16,23804.5,106906.25,13.41
1006317,88201,24549.818,21542.6,2995,12.218
1013660,43945,42784.12,34301.5,8463.25,19.37
1011820,43773,24250.116,22103.1,2134.5,12.516
1000180,17090,63099.824,59917.4,3148.75,33.674
1013200,26411,33252.438,29883,3352.75,16.688
1013545,78387,202443.704,197850.3,4482.25,111.154
1002402,43783,10119.268,8529,1585.5,4.768
1008970,76950,110128.676,32898.7,77211.5,18.476
1014616,71409,27790.1,26317.2,1458,14.9
1006757,10509,127499.846,120487.2,6945,67.646
1004779,92225,31158.748,27292.8,3850.75,15.198
1010581,93313,22921.576,19537.3,3373.25,11.026
1002833,67870,36483.79,29224.4,7243,16.39
1009469,74631,34224.246,27382.5,6826.25,15.496
1009470,67301,33761.77,21159.1,12590.75,11.92
1013959,67867,26267.372,7593.7,18669.5,4.172
1013322,64804,10599.88,5127.4,5469.5,2.98
1002590,70775,48323.674,46497.7,1799.75,26.224
1012923,47274,173850.95,172423.1,1331,96.85
1003657,75692,45190.594,28217.3,16957.5,15.794
1002642,68415,6483.628,5972.6,507.75,3.278
1006440,10980,73707.33,71574.1,2093,40.23
1001670,79086,21727.626,19134.6,2582,11.026
1012975,79535,68100.758,64683.7,3381,36.058
1003557,38701,60466.368,48353.5,12085.75,27.118
1005063,91355,20166.332,18259.7,1896.5,10.132
1009033,39451,19532.13,19189.7,332,10.43
1003059,47802,28939.192,28909.6,13.5,16.092
1004616,39703,562862.636,562584.8,126.75,151.086
1014686,78387,196188.372,196084.8,47.25,56.322
1013269,47130,33739.272,33704.2,16,19.072
1011916,55917,44544.75,39,44505.75,
1006573,28401,27297.548,27269.6,12.75,15.198
1007919,13461,1772.444,1770.8,0.75,0.894
1005730,74075,36998,,36998,
1001021,1056,64265.908,64122.5,47.75,95.658
1001556,50613,12999.2,12974.3,10,14.9
1003482,75859,76097.652,75534.1,206.25,357.302
1007619,75785,173884.078,173673.1,88.5,122.478
1010263,62860,394629.5,,394629.5,
1014109,33430,26536.846,15739.2,4211.25,6586.396
1000799,47885,1335447.912,1334122.3,604.75,720.862
1006936,67661,61120.22,61057.2,28.75,34.27
1000222,48111,170484.22,170311.6,78.75,93.87
1011465,89142,24277.26,24252.6,11.25,13.41
1006159,45044,418507.764,418498.4,4,5.364
1000237,85228,220692.832,220468.7,102.25,121.882
1007748,44830,40742.948,58.4,40684.25,0.298
1000102,93224,1062068.664,1060990.2,492,586.464
1011726,45804,24891.06,24866.4,11.25,13.41
1003472,54880,32039.658,31828.3,182.75,28.608
1001549,50158,1154407.576,1153236.5,534.25,636.826
1013316,32060,18592.18,18573,8.75,10.43
1001490,32060,59244.472,59182.5,28,33.972
1000697,39307,702.496,701.4,0.5,0.596
1007888,31211,7914.5,,7914.5,
1000520,50323,6090.432,6085.5,2.25,2.682
1004476,47866,185200.148,154.6,185045.25,0.298
1006262,29044,256818.422,197873.2,54031.5,4913.722
1006885,12883,225313.078,176252,47649.75,1411.328
1000298,39153,128571.872,128440.9,59.75,71.222
1004393,31523,11683.344,11594.6,28.25,60.494
1007064,32208,24191.108,24165.9,11.5,13.708
1001963,15088,40206.348,40164.7,19,22.648
1000996,78654,1139851.976,1138694.6,528,629.376
1007243,77064,969252.24,968263.1,451.25,537.89
1006210,70507,56229.092,56172.1,26,30.992
1012081,49201,58276.8,,,
1005619,98409,7797.754,,7776,21.754
1002634,93117,52651.75,,52651.75,
1008023,32571,38029.156,37989.7,18,21.456
1004985,70776,54785.844,54729.4,25.75,30.694
1004673,70443,31419.75,,31419.75,
1007052,33178,1194036.01,1173249,19559.25,1227.76
1001675,47904,138027.708,137837.9,79.25,110.558
1003532,2780,2861.75,,2861.75,
1006204,61611,4911.708,649.4,4226.25,36.058
1003473,60012,23309.812,23285.7,11,13.112
1012374,75501,74848.468,74771.2,35.25,42.018
1005711,99503,47452.372,47403.6,22.25,26.522
1000523,16686,39454.852,39414.3,18.5,22.052
1004403,93257,5691.25,,5691.25,
1005368,96080,33504.75,,33504.75,
1003639,76501,116815.5,,116815.5,
1005851,19122,35109.42,35073.8,16.25,19.37
1005471,19140,29879.888,29849.2,14,16.688
1003716,35740,160149.13,159069.9,1076.25,2.98
1002140,71366,33411.75,,33411.75,
1005788,73801,1303743.318,942378.3,184.25,361180.768
1000534,49634,487414.68,482583.9,1594.5,3236.28
1003904,98221,1370882.368,1364958.1,2455.25,3469.018
1005347,78610,93601.75,,93601.75,
1003945,75243,614104.0062,46144.3,21.5,14976.586
1002102,78610,875085.576,872944.6,781.5,1359.476
1000053,77030,151821.324,151664,71.5,85.824
1004040,79409,64904.556,64837.7,30.5,36.356
1003001,76273,133014.25,,133014.25,
1007980,49441,34308.044,34118.7,69.25,120.094
1013263,63775,44574.0016,17204.4,8,9.536
1001658,16915,40412.13,31959,8435.25,17.88
1008006,58012,244758.528,244505.9,115.25,137.378
1000035,45331,192484.976,192286.6,90.5,107.876
1007933,49224,207668.568,207454.3,97.75,116.518
1007565,51442,74270.82,74194.1,35,41.72
1005969,46947,187777.792,187583.8,88.5,105.492
1005773,44681,55782.04,55724.5,26.25,31.29
1000639,98001,34665.12,34629.5,16.25,19.37
1001922,20052,28656.1,28628.7,12.5,14.9
1004610,66618,44092.684,44047.2,20.75,24.734
1002342,22980,30374.028,30341.1,14.75,18.178
1000907,93635,52096.204,52042.5,24.5,29.204
1001739,82431,29593.158,29544.8,19.75,28.608
1007883,46992,22292.724,22168.6,45.75,78.374
1007678,30833,42498.64,42454.8,20,23.84
1002045,31082,93671.796,93574.8,44.25,52.746
1002339,54130,340159.12,294418.6,44402.5,1338.02
1006351,29831,129852,,129852,
1002547,38863,186411,,186411,
1007868,78343,437940.576,437537.7,183.25,219.626
1004458,49849,904449.104,904313.2,62,73.904
1007274,36426,35655.5,,35655.5,
1003860,44706,283291.976,283056.5,105.25,130.226
1001817,73145,60910.196,60813.5,36.5,60.196
1006540,50317,25705.304,25679,12,14.304
1003486,61032,36857.66,36819.3,17.5,20.86
1004944,43964,36659.712,36621.9,17.25,20.562
1004743,93060,49107,,49107,
1000338,2852,100204.924,100101.9,47,56.024
1007722,44688,62328.894,2476,59852,0.894
1007329,90504,1579561.494,1570110.6,5613.25,3837.644
1000807,70721,15812.84,15796.4,7.5,8.94
1006044,80022,36286.5,,36286.5,
1006089,90027,78006.5,,78006.5,
1004949,40324,87872.368,87781.4,41.5,49.468
1003585,78264,33019.076,32985.1,15.5,18.476
1001828,47670,63287.412,63222.2,29.75,35.462
1006532,33716,37003.75,,37003.75,
1005198,77017,730905.748,730151.7,344,410.048
1005506,33619,13078.688,828.6,0.5,12249.588
1007897,32234,36488.434,1041.3,35444.75,2.384
1005185,99734,62183.862,62118.9,29.5,35.462
1005187,99734,54421.196,54365.3,25.5,30.396
1003864,84095,82709.15,99.4,82609.75,
1006431,0,64590.85,49350.4,15158.5,81.95
1007321,0,28212.572,21175.7,7025.25,11.622
1007741,99611,589876.286,586196.2,2411.5,1268.586
1002778,71032,124689.824,123410.7,1238,41.124
1007449,75251,87050.198,85604,1431,15.198
1008595,75251,75559.396,75224.6,326.75,8.046
1002465,73669,3601.838,3314.8,285.25,1.788
1001894,58852,221460.0079,216269.8285,5091.131496,99.04784007
1008233,38052,22160.928,5802.4,16355.25,3.278
1009199,42718,44030.614,36180.6,7829.75,20.264
1010497,40312,153347.814,115953.1,37329.75,64.964
1013236,41129,59737.03,58335,1369.25,32.78
1013828,25312,18774.88,18655.2,109.25,10.43
1013672,25312,50601.91,50375.6,198,28.31
1013568,77597,13679.266,9227.7,4446.5,5.066
1013570,77435,7086.682,4894,2190,2.682
1007191,41144,69209.586,56775.7,12402,31.886
1010500,45710,70270.946,67510.1,2723,37.846
1001846,43732,64258.692,42052.9,22182.25,23.542
1001660,44615,37686.564,36029.3,1637,20.264
1001928,16137,51743.224,46803,4914,26.224
1001653,14057,9768.518,8395,1368.75,4.768
1010996,14094,62184.822,60695.6,1455.25,33.972
1001652,13084,45397.55,39945.2,5430,22.35
1006042,13491,22095.984,17765.4,4320.75,9.834
1001661,12031,43764.446,40883.5,2858,22.946
1008238,12123,27162.604,25365.3,1783,14.304
1010498,1001,31326.694,28034.9,3276,15.794
1009333,1507,32158.432,31221.1,919.75,17.582
1011628,16346,46372.132,44825.6,1521.5,25.032
1001856,16239,42210.95,39541.6,2647,22.35
1012158,16749,44557.134,44024.9,507.5,24.734
1010483,16901,81725.048,79864.8,1815.25,44.998
1012913,16947,44854.686,43352.5,1477.75,24.436
1013237,75951,10153.472,7439.3,2710,4.172
1009203,18470,44812.394,41556.9,3232.25,23.244
1008247,7461,63314.968,61541.4,1739,34.568
1013569,78387,739.2,31.7,707.5,
1002018,71457,29038.896,27558.4,1465,15.496
1011041,78541,19583.528,18966.8,606,10.728
1011457,39326,67943.718,61546.9,6362.25,34.568
1009205,39702,90199.294,81357.7,8796,45.594
1012914,35570,81085.044,67727.9,13319,38.144
1012285,38452,82253.458,77320.2,4889.75,43.508
1013560,37080,96201.038,95881.6,265.5,53.938
1001848,38606,17720.046,14232.5,3479.5,8.046
1005986,70648,78080.512,62981.8,15063.25,35.462
1013561,71346,48934.568,48081.2,826.25,27.118
1013231,71243,35352.634,31006.1,4329.25,17.284
1001659,37137,79371.21,63853.7,15481.75,35.76
1010495,37148,84290.172,73728,10520.75,41.422
1012270,42718,31985.452,26241.1,5729.75,14.602
1013565,40475,29029.792,28431.7,582,16.092
1012474,77905,2256.244,1407.6,847.75,0.894
1006505,58788,102140.116,101897.4,185.5,57.216
1013536,77095,18213.238,16454.5,1749.5,9.238
1012931,70661,95689.994,94532.2,1104.75,53.044
1013329,36904,44900.158,37478,7401,21.158
1007006,36006,28909.058,24372.1,4523.25,13.708
1006954,35136,102756.428,98789,3912,55.428
1007049,36276,140746.758,130744.2,9929.25,73.308
1013305,30185,34637.526,32897.8,1721.25,18.476
1007004,30281,107483.642,81732.5,25705.25,45.892
1009154,30656,44622.114,36063.6,8538.25,20.264
1008043,30629,78854.254,65449.1,13368.5,36.654
1007003,29369,35615.29,29419.9,6179,16.39
1006973,28115,44044.918,35020.5,9004.75,19.668
1008045,27320,65106.292,55227.3,9848,30.992
1006997,24531,165330.202,158659.6,6581.5,89.102
1007042,24522,86703.246,80734.2,5923.75,45.296
1008046,22567,97832.17,87633.5,10149.5,49.17
1006998,20109,18073.258,11231,6836,6.258
1006953,21042,99916.738,96229.3,3633.5,53.938
1009006,77437,13188.166,9086.6,4096.5,5.066
1009007,70631,91474.912,89537.3,1887.25,50.362
1009008,70657,27781.11,23753.2,4014.5,13.41
1002711,18602,118625.928,111891.3,6671.75,62.878
1009159,17814,115817.526,112334.6,3419.75,63.176
1007081,70748,58273.468,48177.6,10068.75,27.118
1014696,18656,90783.764,88918.7,1815,50.064
1014363,17846,82915.35,79330.4,3540.25,44.7
1014726,17938,94501.85,92899.2,1550.5,52.15
1007016,39667,62310.824,60034.9,2242.25,33.674
1007043,39439,104482.096,94110.6,10318.75,52.746
1009151,36522,24667.362,23325,1329.25,13.112
1009152,36904,61708.426,59216.8,2458.25,33.376
1007005,36782,187060.546,173523.1,13440,97.446
1009727,36759,92842.44,82306,10490.25,46.19
1003120,71237,9951.89,2485.4,7465,1.49
1003124,70652,25903.83,18711.9,7181.5,10.43
1009214,48886,43542.696,30045.2,13482,15.496
1013992,73487,54271.552,52514.3,1727.75,29.502
1003554,71220,72609.764,62572.6,10002,35.164
1009463,42025,23396.396,14518.1,8870.25,8.046
1013118,38614,12912.374,6823,6085.5,3.874
1011265,71418,64782.69,55513.4,9238,31.29
1009462,38019,25973.944,14904.6,11061,8.344
1013129,47421,24206.25,13298.3,10900.5,7.45
1011946,70735,39170.61,23947.2,15210,13.41
1014390,71280,6493.898,312.6,6181,0.298
1009427,40143,30923.714,22848.4,8062.5,12.814
1013105,45030,25760.208,24372.5,1374,13.708
1009429,71037,32755.26,24121.6,8620.25,13.41
1003596,40299,16539.596,1143.5,15395.5,0.596
1003776,38233,11927.938,3380.4,8545.75,1.788
1003915,38641,57323.23,45349.9,11948,25.33
1009430,71360,64372.246,53937.1,10404.75,30.396
1003916,71235,33088.208,24199,8875.5,13.708
1003917,42456,28629.69,15685,12935.75,8.94
1003720,70592,32951.734,17550.9,15391,9.834
1007048,70589,41376.766,35635.7,5624.25,116.816
1009428,42325,33211.66,23652,9546.25,13.41
1002818,34981,796534.348,795725.5,369,439.848
1004829,77656,84889.98,84802.3,40,47.68
1006662,69044,45742.828,45695.7,21.5,25.628
1007836,94538,5145.25,,5145.25,
1007728,48419,13537.85,156.6,13381.25,
1003693,40484,18428.1,8.1,18420,
1002261,93308,34062.592,33725.5,321,16.092
1005608,39746,363215.856,363053.1,74.25,88.506
1004365,34208,127846.216,126209.9,1556.75,79.566
1004369,34981,17472.216,17418.6,18.75,34.866
1001868,8543,69075.718,69000.2,33.5,42.018
1000446,89820,1279222.368,1269172.6,3675.25,6374.518
1009928,95747,24534.84735,5408,2.5,598.682
1007634,19007,23248.926,,23223,25.926
1006465,76009,95462.5,0,95462.5,
1007638,46122,87288.254,523.6,86616.25,148.404
1004041,29654,99779.832,4576.9,95200.25,2.682
1007896,72076,26402.174,328.4,26017.75,56.024
1001662,75706,68704.696,35709.1,32883.25,112.346
1004952,23442,33465.918,30591.2,2788,86.718
1000016,28634,40951.896,40909.7,19.25,22.946
1000015,28697,25758.502,25731.9,12,14.602
1005383,38261,44397.974,19600.9,24785.75,11.324
1003444,72616,31125.632,31093.3,14.75,17.582
1002696,72863,96327.99,68856,27433.25,38.74
1000038,99363,94596.042,25967.2,68612.75,16.092
1001680,79187,66079.93,60803.8,5221,55.13
1001703,52738,65740.222,20605.6,45123,11.622
1006783,46947,125340.778,32169.6,93153,18.178
1001827,67851,53922.846,53867.2,25.25,30.396
1000037,61257,37060.018,33442.8,3567.75,49.468
1001915,68748,28197.75,,28197.75,
1001838,50220,49929.562,23160.2,26756.25,13.112
1001912,50703,50843.208,50790.6,24,28.608
1004809,71602,28282.644,28253.6,13.25,15.794
1000045,65301,98080.688,56434.6,41614.5,31.588
1000149,55613,11.1,11.1,,
1001383,45439,527568.036,527029.9,245.5,292.636
1005807,31801,393086.94,392687.4,182,217.54
1009795,70086,597986.062,597703.9,127.5,154.662
1004876,85658,61705,,61705,
1005040,82935,1607574.604,1600332.3,2683.5,4558.804
1010704,36553,97945.732,97844.9,46,54.832
1005371,24630,63512.5,,63512.5,
1001604,70514,169356.924,169185.4,78.25,93.274
1002566,93561,625621.626,622075.7,1359.5,2186.426
1013187,77045,50843.812,50792.3,23.5,28.012
1014247,38012,27938.744,27909.7,13.25,15.794
1011554,76501,2953685.904,2950686.7,1368.25,1630.954
1013497,77414,83800.736,83714.7,39.25,46.786
1001303,77876,1706460.976,1704728.2,790.5,942.276
1001331,75669,1563440.656,1561853.1,724.25,863.306
1001302,30217,433887.758,433392.6,213.25,281.908
1000059,74553,2135225.336,2133056.9,989.25,1179.186
1001394,36006,1207373.024,1206146.6,559.5,666.924
1000818,24590,1446398.448,1444932,669,797.448
1013277,15479,2553643.424,2550992.2,1209.5,1441.724
1012032,96915,6505.494,6483.2,6.5,15.794
1007144,68517,107194.264,107025.3,66.75,102.214
1013267,44117,88903.75,211.75,,
1011389,94538,45630.528,45583.4,21.5,25.628
1006039,84103,647518.696,645088.8,1207.5,1222.396
1002471,78219,197214.5,,197214.5,
1000504,77590,991235.168,990226.3,460.25,548.618
1010134,75090,90530.99394,5675,2.75,503.62
1010208,4106,90403.28985,5991.4,3,3370.976
1008059,75080,207264.6261,10458,4.75,15367.562
1009556,84043,57381.4386,39120.4,18.5,113.24
1002395,76033,522873,521908,331.75,633.25
1001973,67206,25142.156,25116.4,11.75,14.006
1000027,19104,26966.296,26937.8,13,15.496
1001826,48667,32868.58,23455.7,9395,17.88
1004314,70765,1943735.012,1830942.7,101112.5,11679.812
1003847,28311,39236.852,39196.3,18.5,22.052
1013001,49464,33849.914,22963.6,10873.5,12.814
1000306,21287,103981.936,103870.5,49.75,61.686
1008929,77030,38608.204,38568.2,18.25,21.754
1000396,43212,149073.536,148919.5,70,84.036
1000656,2139,76377.508,76288.3,38.25,50.958
1005803,78235,83151.94,81363.7,1488.75,299.49
1000234,27599,179491.212,178720,288.75,482.462
1000842,75390,65761.684,65690.3,31.75,39.634
1001140,36582,594117.448,593514.1,275.25,328.098
1004747,31082,31560.232,31527.9,14.75,17.582
1000801,30721,3194804.36,3191560.2,1480,1764.16
1001433,72949,229628.994,229395.7,105.75,127.544
1000716,65244,7014056.382,6977269.5,1836.25,34950.632
1007796,36372,55749.75,,55749.75,
1014605,60450,1713.444,1711.8,0.75,0.894
1011627,43812,14150.696,14135.9,6.75,8.046
1001137,33841,493426.072,492925.2,228.5,272.372
1006768,61833,23324.512,23300.4,11,13.112
1011470,58852,33.3,33.3,,
1001301,2878,405458.748,405047.2,187.75,223.798
1005166,961,93399.368,220,93152.25,27.118
1001056,43616,1558318.082,1551160.4,3392.75,3764.932
1001043,79371,2741136.898,2726850.4,719.75,13566.748
1004420,33461,2044.792,2042.6,1,1.192
1012094,93622,26957.048,26929.1,12.75,15.198
1003406,72762,107821.602,404,107365.75,51.852
1014434,77590,370336.405,369960.7,171.575,204.13
1003944,77536,50083.312,50031.8,23.5,28.012
1005743,77642,2097521.068,2083153.4,7307.75,7059.918
1010005,78251,37676.22259,5375.9,6,3280.384
1007549,89434,1558031.776,1556449.7,721.75,860.326
1007312,95377,171170.664,170996.4,79.5,94.764
1002188,45052,58943.598,8033.7,3.75,50906.148
1000679,48183,639975.25,635088.3,1787.75,3099.2
1013540,77901,15691.092,15675.2,7.25,8.642
1013541,77905,24865.056,24839.3,11.75,14.006
1006185,59752,299006.45,298127.2,283.25,596
1006542,40006,8708531.874,8648040.7,22239,38252.174
1000947,75163,55003.796,54947.9,25.5,30.396
1004646,75253,2862.75,,2862.75,
1004474,53120,37364.75,,37364.75,
1006715,43443,590958.579,590347.7,276.225,334.654
1000864,74102,192074.988,191879.9,89,106.088
1010596,43764,147688.05,44.8,147643.25,
1009828,26059,995083.75,,995083.75,
1007159,33035,2319788.262,2317425.2,1076,1287.062
1010392,30230,135231.75,,135231.75,
1011271,36522,114834.5,,114834.5,
1001682,80467,24212.746,5460,18737.25,15.496
1006834,80487,50637.65,16.9,50620.75,
1001070,76629,2870555.756,2848919,7914.75,13722.006
1011032,77830,110149.5,,110149.5,
1003633,71602,61641.516,60742.2,186.5,712.816
1013933,36732,28431.092,28401.5,13.5,16.092
1011392,36201,27407.452,27254.4,56.5,96.552
1012930,71801,32527.87,8008.9,24514.5,4.47
1007030,35077,74182.352,62381.4,11764,36.952
1012009,35031,48414.574,7005.2,41405.5,3.874
1004987,39840,111547.888,86954.2,24539.75,53.938
1010155,39051,34278.576,6374,27901,3.576
1001923,68850,44175.04,42597.2,1554,23.84
1001924,50588,29273.94,29243.8,13.75,16.39
1014703,67851,103331,,103331,
1000040,68731,63541.496,63451.5,37.25,52.746
1011973,74728,48082.72,8192,39886.25,4.47
1011994,72830,35635.25,,35635.25,
1007915,30041,73708.156,72464.4,1192.5,51.256
1006872,1731,31981.758,31934.9,18.25,28.608
1003440,31905,58796.334,19800.1,38971.5,24.734
1002309,14125,35115.86,35078.5,16.5,20.86
1004219,28533,42708.314,42649.9,23.25,35.164
1002862,54952,51498.756,51445.6,24.25,28.906
1005849,14891,75672.116,75594.3,35.5,42.316
1002694,61350,44366.384,44320.9,20.75,24.734
1002785,78236,18021.832,18003.2,8.5,10.132
1002866,76108,23885.96,23861.3,11.25,13.41
1002775,30063,46250.194,46196.5,23,30.694
1002876,31098,51477.618,51416.8,26.25,34.568
1006150,45433,81818.036,81732.5,38.75,46.786
1001890,36201,18174.964,18152.9,9.25,12.814
1005416,40121,35994.662,35957.1,17,20.562
1008024,29207,38049.61,23625.7,14410.5,13.41
1010745,78234,28577.092,28547.5,13.5,16.092
1004604,65473,38281.818,31981.4,6280.75,19.668
1003490,93516,349204.336,348844.3,164.25,195.786
1001899,60439,61841.62,61778.6,28.75,34.27
1003709,45661,10492.56,10481.6,5,5.96
1010830,99354,29923.782,21242.9,8633.5,47.382
1013042,94720,122182.44,122056.4,57.5,68.54
1002271,95817,60014.726,59953.6,27.75,33.376
1002967,77983,666525.774,664488.9,1772.25,264.624
1000272,25303,85227.128,85138.9,40.25,47.978
1011225,17938,218.124,,65.25,152.874
1002461,90744,967407.346,961717.4,3581,2108.946
1006902,1655,85142.08,85044.7,42.25,55.13
1005136,1003,105330.87,105206.6,52.75,71.52
1004479,71730,78972,,78972,
1004485,29335,121726.25,,121726.25,
1002269,7065,240381.826,229042.9,4421.75,6917.176
1000399,15021,39627.052,39586.5,18.5,22.052
1003407,99692,33403.01,33288.8,33.75,80.46
1006580,85282,39085.052,39044.5,18.5,22.052
1006138,53563,96536.536,96436.8,45.5,54.236
1003692,46809,17759.85,16.6,17743.25,
1004965,94587,41701.988,41509.5,71.5,120.988
1005294,55738,425472.646,425444.9,12.25,15.496
1002662,53935,86341.624,86252.3,40.75,48.574
1004790,52242,154778.32,153725.7,400,652.62
1000143,73104,40262.448,40220.8,19,22.648
1005423,15017,38637.86,38599.5,17.5,20.86
1002726,95616,49940.906,49888,24,28.906
1002612,92093,164055.284,163886.5,77,91.784
1006873,92697,71241.08,71167.1,33.75,40.23
1005868,60637,115928.804,115807.6,54.75,66.454
1000036,45219,158588.22,158418.1,76.25,93.87
1004266,6269,100636.342,100517.6,50.5,68.242
1003722,19716,37126.096,37084.9,18.25,22.946
1006780,30602,55409.516,55347.4,27.25,34.866
1001893,61820,211321.212,210886.5,175.75,258.962
1004756,60607,147095.338,146941.6,70,83.738
1004659,40506,75266.518,75177.8,39.25,49.468
1003703,65211,149627.096,147042.5,460.75,2123.846
1003819,55455,189569.018,189344.8,100.25,123.968
1007163,68198,34007.362,33970.3,16.5,20.562
1005636,87131,54079.996,54024.1,25.5,30.396
1001074,58202,46955.216,46886.4,26.5,42.316
1005033,50614,79557.198,79205.2,120.75,231.248
1004373,46556,120874.584,120747.9,57.25,69.434
1006764,73019,53546.348,53491,25.25,30.098
1000201,37996,78257.6,78175.9,37,44.7
1006504,84113,83685.084,83598.5,39.5,47.084
1001929,22903,72611.096,72449.4,64.25,97.446
1013974,70805,26040.652,26013.8,12.25,14.602
1000629,71120,55463.892,55406.9,26,30.992
1005073,49854,55689.94,55632.4,26.25,31.29
1007984,27572,43471.75,,43471.75,
1003696,61244,59129.2,42.2,59087,
1005367,22060,26728.49,26699.1,13,16.39
1003631,79916,46671.364,46621.4,22.25,27.714
1002108,35898,30738.77,30704.4,15,19.37
1007086,52638,42667.848,42488.3,67.5,112.048
1001561,98433,72234.68,56617.4,15584.5,32.78
1001818,24143,159270.9,159106.5,75,89.4
1005492,80840,26691.222,26658.4,13.75,19.072
1003145,13602,42617.278,42570.9,20.75,25.628
1011216,30833,13192.8,13179.1,6.25,7.45
1002747,11973,35778.91,35731.1,19.5,28.31
1002109,37830,35054.564,35017.8,16.5,20.264
1006655,37831,43224.188,43179.8,20.25,24.138
1000134,15001,72365.428,72290.9,34,40.528
1002052,35740,85341.128,85252.9,40.25,47.978
1002300,46312,39784.6,39743.5,18.75,22.35
1002303,77547,56192.888,56134.8,26.5,31.588
1006123,43433,43491.836,43446.9,20.5,24.436
1002245,32208,48829.716,48779.3,23,27.416
1002306,23523,0,0,,
1001998,92243,70059.036,69986.7,33,39.336
1002153,97048,41135.296,41093.1,19.25,22.946
1006058,47581,55382.692,55325.7,26,30.992
1002313,52637,71751.28,71677.3,33.75,40.23
1002314,17821,81067.344,80983.5,38.25,45.594
1002397,74945,156222.05,156182.7,17,22.35
1000030,84029,146582.864,121269.9,58.25,72.414
1004062,28547,83966.278,37509.2,46424,33.078
1005512,10996,1413.976,1408.9,1.5,3.576
1002237,92278,47288.424,47240.2,22,26.224
1005937,20640,29305.93,29273.8,14.25,17.88
1006000,47522,24166.208,24141,11.5,13.708
1008027,23511,117817.056,117686.2,57.25,73.606
1012789,37809,140753.36,124075.1,29,16649.26
1007658,98421,128320.064,127073.3,816.75,430.014
1006646,20892,187507.132,187311.4,88.75,106.982
1001832,46312,626.948,626.4,0.25,0.298
1006041,62040,1992232.138,1932946.8,58918.5,366.838
1000802,15122,316988.53,316695.1,96.75,196.68
1001621,55768,1253779.168,1253701.9,35.25,42.018
1011500,30442,14962.342,14946.7,7,8.642
1000124,15025,793104.444,791967.2,331.75,805.494
1000233,15104,2996185.026,2995635,92,458.026
1000159,35064,248419.468,206626.7,41713.5,79.268
1006391,19030,19550.376,19530.1,9.25,11.026
1001834,48229,130215.982,130088.8,50,77.182
1001618,55753,224653.16,224628.5,11.25,13.41
1001619,44055,1646.244,1644.6,0.75,0.894
1001620,46368,102791.112,102684.8,48.5,57.812
1000418,46402,10414363.17,10300727.3,111799,1836.872
1007692,15642,23373.65,242.9,23130.75,
1007689,23666,70872.488,70,70718.75,83.738
1002792,50010,27128.438,27098.5,13.25,16.688
1001999,38701,30910.584,30878.8,14.5,17.284
1002000,55066,32565.02,32369.6,71.75,123.67
1006051,53184,17613.59,17551.1,23.75,38.74
1001901,55720,63662.56,63596.8,30,35.76
1004478,94565,30896.784,30865,14.5,17.284
1004239,99703,306319.64,303967.9,860.25,1491.49
1002880,82071,31249.664,31086.7,60.75,102.214
1007973,53715,177901.802,177712.8,85,104.002
1007759,53211,23526.012,23501.9,11,13.112
1004831,27306,70112.75,,70112.75,
1004298,71241,114754.25,,114754.25,
1000800,71730,5018623.1,5013526.7,2325,2771.4
1003600,71235,25358.626,19843.6,5504,11.026
1002869,94128,26212.462,26177.9,14,20.562
1007008,16365,592082,589825,1176.75,1080.25
1013188,7806,28221.442,28192.1,13.25,16.092
1006965,79556,78382.804,78301.7,37,44.104
1006015,35020,158307.002,157595.3,265,446.702
1006403,60466,45315.907,45269.7,21.175,25.032
1005509,99775,63365.916,62426.6,338.25,601.066
1006446,85721,90394.86,90301.7,42.5,50.66
1004124,72701,41358.542,41315.5,19.5,23.542
1012289,95064,26437.3,26409.9,12.5,14.9
1005501,90095,212275.5,212056.3,100,119.2
1000557,94143,52965.6,52910.8,25,29.8
1002459,80309,54290.288,54233.2,25.5,31.588
1000402,32611,198576.364,198374.7,92,109.664
1005561,66047,32431.428,32398,15.25,18.178
1002017,4469,30598.184,30556.7,16.75,24.734
1002270,20742,136574.78,136432.8,64.5,77.48
1000408,48109,288662.406,288362.9,136.5,163.006
1014571,38677,26932.294,26903.5,13,15.794
1010963,39216,28818.74,28788.6,13.75,16.39
1004580,68588,27031.146,27002.9,12.75,15.496
1012083,3824,15106.604,14808.1,90.5,208.004
1003771,15260,75127.768,75050.5,35.25,42.018
1002163,14627,128438.816,128306.2,60.5,72.116
1007355,29208,34998.096,34948.2,19.5,30.396
1009993,77555,62298.164,62233.5,29.5,35.164
1002803,5405,29770.476,29737.5,14.5,18.476
1002682,98195,91798.202,91703.1,43.25,51.852
1005440,71852,79432.75,,79432.75,
1000910,29842,868258.826,867322.2,419,517.626
1005599,84322,179.598,179.3,,0.298
1001104,78112,2036704.02,2034623.454,946.3216303,1134.244233
1002505,50510,151318.08,151161.9,71.25,84.93
1008110,78407,2822600.81,2802870.2,12148,7582.61
1006959,78407,1016563.348,1003502,10237.5,2823.848
